Date,Particulars,Vch Type,Vch No.,Debit Amount,Credit Amount
15-06-2026,Babulal Ji Yadav - Mahaswas,Sales,3649/2026-27,89250,
,Sales Account,,,,89250.00 Cr
15-06-2026,Choudhary Pashu Aahar  Parbatsar,Sales,3650/2026-27,109155,
,Sales Account,,,,109155.00 Cr
16-06-2026,BUSINESS PROMOTION EXPENSES,Payment,242,47248,
,HDFC Bank,,,,47248.00 Cr
16-06-2026,Tour & Travel,Payment,243,2010,
,Cash,,,,2010.00 Cr
16-06-2026,Wages Expenses A/C,Payment,244,7600,
,Cash,,,,7600.00 Cr
16-06-2026,Shiv Shanker Baat Bhandhar - Ramkutiya,Receipt,341,,7000
,Cash,,,7000.00 Dr,
16-06-2026,Ishwar and Company Surajpool,Receipt,342,,81250
,HDFC Bank,,,81250.00 Dr,
16-06-2026,Shri Vaibhav Metacast Pvt Ltd Unit,Receipt,343,,24920
,HDFC Bank,,,24920.00 Dr,
16-06-2026,Goyal Treders Fhagi,Receipt,344,,90815
,HDFC Bank,,,90815.00 Dr,
16-06-2026,Krishna Baat Bhandhar- Sirsi Mode,Receipt,345,,9500
,Cash,,,9500.00 Dr,
16-06-2026,Manish Trandig Company,Receipt,346,,9500
,Cash,,,9500.00 Dr,
16-06-2026,Vishnu Dairy Lalchandpura,Receipt,347,,9500
,Cash,,,9500.00 Dr,
16-06-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,348,,19090
,HDFC Bank,,,19090.00 Dr,
16-06-2026,Discount Given,Journal,2,76,
,Shiv Shanker Baat Bhandhar - Ramkutiya,,,,76.00 Cr
16-06-2026,Jain & Brothers - Muhana Mandi,Sales,3651/2026-27,73451,
,Sales Account,,,,73451.00 Cr
16-06-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3652/2026-27,13987,
,Sales Account,,,,13987.00 Cr
17-06-2026,Brokrage,Payment,245,2031,
,Punjab National Bank - New,,,,2031.00 Cr
17-06-2026,Bina Enterprises - Jaipur,Payment,246,163508,
,HDFC Bank,,,,163508.00 Cr
17-06-2026,Wages Expenses A/C,Payment,247,7650,
,Cash,,,,7650.00 Cr
17-06-2026,Office Expenses,Payment,248,1630,
,Cash,,,,1630.00 Cr
17-06-2026,Tour & Travel,Payment,249,1000,
,Cash,,,,1000.00 Cr
17-06-2026,Shiv Trading Comnay Vatika,Receipt,349,,78707
,HDFC Bank,,,78707.00 Dr,
17-06-2026,Yasika Agro Feed Industries Merta City,Receipt,350,,100000
,HDFC Bank,,,100000.00 Dr,
17-06-2026,Yasika Agro Feed Industries Merta City,Receipt,351,,63380
,HDFC Bank,,,63380.00 Dr,
17-06-2026,Krishna Baat Bhandhar- Sirsi Mode,Receipt,352,,9500
,Cash,,,9500.00 Dr,
17-06-2026,Manish Trandig Company,Receipt,353,,6430
,Cash,,,6430.00 Dr,
17-06-2026,Anu Baat Bhandhar - Bheru Khejda,Receipt,354,,9000
,Cash,,,9000.00 Dr,
17-06-2026,Vishnu Dairy Lalchandpura,Receipt,355,,9500
,Cash,,,9500.00 Dr,
17-06-2026,Jain & Brothers - Muhana Mandi,Sales,3653/2026-27,71158,
,Sales Account,,,,71158.00 Cr
17-06-2026,Ganesh Pashuahar Chaksu,Sales,3654/2026-27,107745,
,Sales Account,,,,107745.00 Cr
18-06-2026,Jaipur Packers - Rajasthan,Payment,250,156796,
,Punjab National Bank - New,,,,156796.00 Cr
18-06-2026,Wages Expenses A/C,Payment,251,7380,
,Cash,,,,7380.00 Cr
18-06-2026,Machinery Reparing,Payment,252,2050,
,Cash,,,,2050.00 Cr
18-06-2026,M/s Arihant Traders,Receipt,356,,40000
,HDFC Bank,,,40000.00 Dr,
18-06-2026,Krishna Baat Bhandhar- Sirsi Mode,Receipt,357,,9100
,Cash,,,9100.00 Dr,
18-06-2026,M/s Arihant Traders,Receipt,358,,10000
,HDFC Bank,,,10000.00 Dr,
18-06-2026,Bansidhar Ji Tatla - Nangal Koju,Receipt,359,,1000
,Cash,,,1000.00 Dr,
18-06-2026,Shri Shyam Treding Company Khejroli,Receipt,360,,9500
,Cash,,,9500.00 Dr,
18-06-2026,Anu Baat Bhandhar - Bheru Khejda,Receipt,361,,9000
,Cash,,,9000.00 Dr,
18-06-2026,Vishnu Dairy Lalchandpura,Receipt,362,,9500
,Cash,,,9500.00 Dr,
18-06-2026,Maa Karni Baat Bhander Sodala,Sales,3655/2026-27,24940,
,Sales Account,,,,24940.00 Cr
18-06-2026,M/s Arihant Traders,Sales,3656/2026-27,16470,
,Sales Account,,,,16470.00 Cr
18-06-2026,M/s Arihant Traders,Sales,3657/2026-27,297045,
,Sales Account,,,,297045.00 Cr
18-06-2026,DILIP UDYOUG,Purchase,69,,41430
,Purchase Account,,,41430.00 Dr,
18-06-2026,Mangal Treding Company Kukerkheda Mhandi,Purchase,70,,38511.9
,Purchase Account,,,36678.00 Dr,
,CGST-Tax,,,916.95 Dr,
,SGST-Tax,,,916.95 Dr,
,Loading Exp,,,,
18-06-2026,Mittal Trading Company Jaipur Kukarkheda Mandhi,Purchase,71,,22377
,Purchase Account,,,22377.00 Dr,
19-06-2026,Machinery Reparing,Payment,253,1971,
,Punjab National Bank - New,,,,1971.00 Cr
19-06-2026,J.S. Packers - Jaipur,Payment,254,27388,
,Punjab National Bank - New,,,,27388.00 Cr
19-06-2026,J.S. Packers - Jaipur,Payment,255,10644,
,Punjab National Bank - New,,,,10644.00 Cr
19-06-2026,Electricity and Water Expenses,Payment,256,5030,
,HDFC Bank,,,,5030.00 Cr
19-06-2026,Jurashik Minral,Payment,257,29484,
,HDFC Bank,,,,29484.00 Cr
19-06-2026,Wages Expenses A/C,Payment,258,7650,
,Cash,,,,7650.00 Cr
19-06-2026,Convence Expensece,Payment,259,2400,
,Cash,,,,2400.00 Cr
19-06-2026,Maa Karni Baat Bhander Sodala,Receipt,363,,9900
,Cash,,,9900.00 Dr,
19-06-2026,Shri Shyam Treding Company Khejroli,Receipt,364,,9500
,Cash,,,9500.00 Dr,
19-06-2026,Anu Baat Bhandhar - Bheru Khejda,Receipt,365,,7000
,Cash,,,7000.00 Dr,
19-06-2026,Vishnu Dairy Lalchandpura,Receipt,366,,9500
,Cash,,,9500.00 Dr,
19-06-2026,Ankit Trading Company Fulera,Sales,3658/2026-27,69497,
,Sales Account,,,,69497.00 Cr
19-06-2026,Yasika Agro Feed Industries Merta City,Sales,3659/2026-27,351055,
,Sales Account,,,,351055.00 Cr
20-06-2026,Madhukar Industries Jodhpur,Payment,260,1452,
,HDFC Bank,,,,1452.00 Cr
20-06-2026,Wages Expenses A/C,Payment,261,7600,
,Cash,,,,7600.00 Cr
20-06-2026,Tour & Travel,Payment,262,2251,
,Cash,,,,2251.00 Cr
20-06-2026,Maa Karni Baat Bhander Sodala,Receipt,367,,9900
,Cash,,,9900.00 Dr,
20-06-2026,Yasika Agro Feed Industries Merta City,Receipt,368,,24270
,HDFC Bank,,,24270.00 Dr,
20-06-2026,Shri Shyam Treding Company Khejroli,Receipt,369,,9500
,Cash,,,9500.00 Dr,
20-06-2026,Vishnu Dairy Lalchandpura,Receipt,370,,9500
,Cash,,,9500.00 Dr,
20-06-2026,Manish Trandig Company,Sales,3660/2026-27,67658,
,Sales Account,,,,67658.00 Cr
20-06-2026,Moolchand Pukhraj Jain,Sales,3661/2026-27,65860,
,Sales Account,,,,65860.00 Cr
22-06-2026,Balaji Packers - Jaipur,Payment,263,84733,
,Punjab National Bank - New,,,,84733.00 Cr
22-06-2026,Wages Expenses A/C,Payment,264,7550,
,Cash,,,,7550.00 Cr
22-06-2026,Tour & Travel,Payment,265,3000,
,Cash,,,,3000.00 Cr
22-06-2026,Maa Karni Baat Bhander Sodala,Receipt,371,,200
,Cash,,,200.00 Dr,
22-06-2026,Maa Karni Baat Bhander Sodala,Receipt,372,,4940
,HDFC Bank,,,4940.00 Dr,
22-06-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,373,,13987
,HDFC Bank,,,13987.00 Dr,
22-06-2026,KAMAL TRADING CO Dudu,Receipt,374,,64100
,HDFC Bank,,,64100.00 Dr,
22-06-2026,Kedar Kirana Stor Benadamod,Receipt,375,,52650
,HDFC Bank,,,52650.00 Dr,
22-06-2026,Shri Shyam Treding Company Khejroli,Receipt,376,,9500
,Cash,,,9500.00 Dr,
22-06-2026,Vishnu Dairy Lalchandpura,Receipt,377,,9500
,Cash,,,9500.00 Dr,
22-06-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3662/2026-27,18868,
,Sales Account,,,,18868.00 Cr
22-06-2026,Shyam Baat Bhandar - Kanwarpura,Sales,3663/2026-27,68550,
,Sales Account,,,,68550.00 Cr
22-06-2026,"Kailash Chand Deen Dayal - Kasera, Shreemodhopur",Sales,3664/2026-27,61060,
,Sales Account,,,,61060.00 Cr
22-06-2026,Khandelwal Kirana  Store - Nindar,Sales,3665/2026-27,31600,
,Sales Account,,,,31600.00 Cr
22-06-2026,Arihant  Kumar Rahul Kumar  Medta Seety - S,Sales,3666/2026-27,207145,
,Sales Account,,,,207145.00 Cr
22-06-2026,M.S Traders Jangipur Up,Purchase,72,,272987
,Purchase Account,,,272987.00 Dr,
22-06-2026,Jai Shanker Rice and  Gen Mill,Purchase,73,,748090
,Purchase Account,,,748090.00 Dr,
23-06-2026,Wages Expenses A/C,Payment,266,7600,
,Cash,,,,7600.00 Cr
23-06-2026,Convence Expensece,Payment,267,4500,
,Cash,,,,4500.00 Cr
23-06-2026,Tour & Travel,Payment,268,1100,
,Cash,,,,1100.00 Cr
23-06-2026,Shri Shyam Treding Company Khejroli,Receipt,378,,9500
,Cash,,,9500.00 Dr,
23-06-2026,G.K.N - Industries,Receipt,379,,70000
,HDFC Bank,,,70000.00 Dr,
23-06-2026,Tarachand Ji -Yadav Khejroli,Receipt,380,,45500
,HDFC Bank,,,45500.00 Dr,
23-06-2026,Anu Baat Bhandhar - Bheru Khejda,Receipt,381,,25000
,HDFC Bank,,,25000.00 Dr,
23-06-2026,Vishnu Dairy Lalchandpura,Receipt,382,,9500
,Cash,,,9500.00 Dr,
23-06-2026,Shri Shyam Treding Company Khejroli,Sales,3367/2026-27,89250,
,Sales Account,,,,89250.00 Cr
24-06-2026,Machinery Reparing,Payment,269,826,
,Punjab National Bank - New,,,,826.00 Cr
24-06-2026,M.S Traders Jangipur Up,Payment,270,272987,
,HDFC Bank,,,,272987.00 Cr
24-06-2026,DILIP UDYOUG,Payment,271,41430,
,HDFC Bank,,,,41430.00 Cr
24-06-2026,Wages Expenses A/C,Payment,272,7550,
,Cash,,,,7550.00 Cr
24-06-2026,Shri Shyam Treding Company Khejroli,Receipt,383,,9500
,Cash,,,9500.00 Dr,
24-06-2026,Vishnu Dairy Lalchandpura,Receipt,384,,2200
,Cash,,,2200.00 Dr,
24-06-2026,"Kailash Chand Deen Dayal - Kasera, Shreemodhopur",Receipt,385,,61060
,Punjab National Bank - New,,,61060.00 Dr,
24-06-2026,Ishwar and Company Surajpool,Sales,3668/2026-27,110938,
,Sales Account,,,,110938.00 Cr
24-06-2026,G.K.N - Industries,Sales,3669/2026-27,53444,
,Sales Account,,,,53444.00 Cr
24-06-2026,Dugya Cattle Feed - Muhana,Sales,3670/2026-27,70820,
,Sales Account,,,,70820.00 Cr
24-06-2026,SHRI BALAJI ENTERPRISES-TIGARIYA,Sales,3671/2026-27,77910,
,Sales Account,,,,77910.00 Cr
25-06-2026,Wages Expenses A/C,Payment,273,7650,
,Cash,,,,7650.00 Cr
25-06-2026,Machinery Reparing,Payment,274,3640,
,Cash,,,,3640.00 Cr
25-06-2026,Babulal Ji Yadav - Mahaswas,Receipt,386,,87500
,HDFC Bank,,,87500.00 Dr,
25-06-2026,Vinayak Brothers - Renwal,Receipt,387,,98500
,HDFC Bank,,,98500.00 Dr,
25-06-2026,Vinayak Brothers - Renwal,Receipt,388,,98100
,HDFC Bank,,,98100.00 Dr,
25-06-2026,Vinayak Brothers - Renwal,Receipt,389,,98100
,HDFC Bank,,,98100.00 Dr,
25-06-2026,Shri Shyam Treding Company Khejroli,Receipt,390,,9500
,Cash,,,9500.00 Dr,
25-06-2026,Patel Enterprises  Rojda,Sales,3672/2026-27,69300,
,Sales Account,,,,69300.00 Cr
25-06-2026,G.K.N - Industries,Sales,3673/2026-27,54166,
,Sales Account,,,,54166.00 Cr
25-06-2026,Ramnarayan Ji Yadev  Dhanota,Sales,3674/2026-27,63750,
,Sales Account,,,,63750.00 Cr
25-06-2026,Dinesh Kumar Tarun Kumar Bardana,Purchase,74,,3412
,Purchase Account,,,3250.00 Dr,
,CGST-Tax,,,81.00 Dr,
,SGST-Tax,,,81.00 Dr,
26-06-2026,Mittal Trading Company Jaipur Kukarkheda Mandhi,Payment,275,22377,
,Punjab National Bank - New,,,,22377.00 Cr
26-06-2026,Wages Expenses A/C,Payment,276,7550,
,Cash,,,,7550.00 Cr
26-06-2026,Tour & Travel,Payment,277,2260,
,Cash,,,,2260.00 Cr
26-06-2026,Shri Shyam Treding Company Khejroli,Receipt,391,,9500
,Cash,,,9500.00 Dr,
26-06-2026,Sadha Shiv Jyotiling Mahadav Mandir,Sales,3675/2026-27,78890,
,Sales Account,,,,78890.00 Cr
27-06-2026,Telephone Exp,Payment,278,1096,
,HDFC Bank,,,,1096.00 Cr
27-06-2026,Wages Expenses A/C,Payment,279,7650,
,Cash,,,,7650.00 Cr
27-06-2026,Office Expenses,Payment,280,2660,
,Cash,,,,2660.00 Cr
27-06-2026,Ishwar and Company Surajpool,Receipt,392,,97000
,HDFC Bank,,,97000.00 Dr,
27-06-2026,Yasika Agro Feed Industries Merta City,Receipt,393,,100000
,HDFC Bank,,,100000.00 Dr,
27-06-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,394,,17987
,HDFC Bank,,,17987.00 Dr,
27-06-2026,Shri Shyam Treding Company Khejroli,Receipt,395,,9500
,Cash,,,9500.00 Dr,
27-06-2026,Khandelwal Kirana  Store - Nindar,Receipt,396,,9500
,Cash,,,9500.00 Dr,
27-06-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3676/2026-27,13986,
,Sales Account,,,,13986.00 Cr
27-06-2026,Uttam Agencies Sambriya,Sales,3677/2026-27,58368,
,Sales Account,,,,58368.00 Cr
27-06-2026,Jai Jagdamba Treding Company Nangal Bhirda,Sales,3678/2026-27,59550,
,Sales Account,,,,59550.00 Cr
27-06-2026,Nagarmal Pramod Kumar - Chidawa,Sales,3679/2026-27,67530,
,Sales Account,,,,67530.00 Cr
27-06-2026,Shri Chand Pasu Aahar Malpura,Sales,3680/2026-27,94860,
,Sales Account,,,,94860.00 Cr
27-06-2026,Amit Pulses  Tonk Road Jaipur,Purchase,75,,37859
,Purchase Account,,,37859.00 Dr,
29-06-2026,Mangal Treding Company Kukerkheda Mhandi,Payment,281,38178,
,Punjab National Bank - New,,,,38178.00 Cr
29-06-2026,Brokrage,Payment,282,13227,
,HDFC Bank,,,,13227.00 Cr
29-06-2026,Wages Expenses A/C,Payment,283,7600,
,Cash,,,,7600.00 Cr
29-06-2026,Convence Expensece,Payment,284,2430,
,Cash,,,,2430.00 Cr
29-06-2026,M/s Arihant Traders,Receipt,397,,77388
,HDFC Bank,,,77388.00 Dr,
29-06-2026,S K Dairy - Mukunpura,Receipt,398,,6000
,Cash,,,6000.00 Dr,
29-06-2026,Shri Shyam Treding Company Khejroli,Receipt,399,,1125
,Cash,,,1125.00 Dr,
29-06-2026,Maa Karni Baat Bhander Sodala,Receipt,400,,9000
,Cash,,,9000.00 Dr,
29-06-2026,Khandelwal Kirana  Store - Nindar,Receipt,401,,9500
,Cash,,,9500.00 Dr,
29-06-2026,M M Trading Company - Khejroli,Receipt,402,,9800
,Cash,,,9800.00 Dr,
29-06-2026,Murlidhar Ji Yadav- Khejroli,Receipt,403,,9500
,Cash,,,9500.00 Dr,
29-06-2026,Shyam Baat Bhandar - Kanwarpura,Receipt,404,,9500
,Cash,,,9500.00 Dr,
29-06-2026,Nagarmal Pramod Kumar - Chidawa,Receipt,405,,67530
,Punjab National Bank - New,,,67530.00 Dr,
29-06-2026,Maa Karni Baat Bhander Sodala,Sales,3681/2026-27,23880,
,Sales Account,,,,23880.00 Cr
30-06-2026,Loan-Hyrider,Payment,285,48357,
,Punjab National Bank - New,,,,48357.00 Cr
30-06-2026,BANK  EXPENSES- PNB BANK,Payment,286,29.21,
,Punjab National Bank - New,,,,29.21 Cr
30-06-2026,Jai Shanker Rice and  Gen Mill,Payment,287,748090,
,HDFC Bank,,,,748090.00 Cr
30-06-2026,Amit Pulses  Tonk Road Jaipur,Payment,288,37859,
,HDFC Bank,,,,37859.00 Cr
30-06-2026,Wages Expenses A/C,Payment,289,7600,
,Cash,,,,7600.00 Cr
30-06-2026,Tour & Travel,Payment,290,2650,
,Cash,,,,2650.00 Cr
30-06-2026,Maa Karni Baat Bhander Sodala,Receipt,406,,9000
,Cash,,,9000.00 Dr,
30-06-2026,Khandelwal Kirana  Store - Nindar,Receipt,407,,9500
,Cash,,,9500.00 Dr,
30-06-2026,M M Trading Company - Khejroli,Receipt,408,,9800
,Cash,,,9800.00 Dr,
30-06-2026,Murlidhar Ji Yadav- Khejroli,Receipt,409,,9500
,Cash,,,9500.00 Dr,
30-06-2026,Shyam Baat Bhandar - Kanwarpura,Receipt,410,,9800
,Cash,,,9800.00 Dr,
30-06-2026,Dugya Cattle Feed - Muhana,Receipt,411,,78750
,HDFC Bank,,,78750.00 Dr,
30-06-2026,Ankit Trading Company Fulera,Receipt,412,,73539
,HDFC Bank,,,73539.00 Dr,
30-06-2026,Arihant  Kumar Rahul Kumar  Medta Seety - S,Sales,3682/2026-27,88725,
,Sales Account,,,,88725.00 Cr
30-06-2026,Arihant  Kumar Rahul Kumar  Medta Seety - S,Sales,3683/2026-27,116145,
,Sales Account,,,,116145.00 Cr
30-06-2026,Jaipur Packers - Rajasthan,Purchase,76,,58153
,Purchase Account,,,49282.00 Dr,
,CGST-Tax,,,4435.50 Dr,
,SGST-Tax,,,4435.50 Dr,
30-06-2026,Vetkind Animal Health India,Purchase,77,,22500
,Purchase Account,,,22500.00 Dr,
01-07-2026,BUSINESS PROMOTION EXPENSES,Payment,291,47250,
,HDFC Bank,,,,47250.00 Cr
01-07-2026,Dinesh Kumar Tarun Kumar Bardana,Payment,292,3412,
,HDFC Bank,,,,3412.00 Cr
01-07-2026,Wages Expenses A/C,Payment,293,7650,
,Cash,,,,7650.00 Cr
01-07-2026,Convence Expensece,Payment,294,2400,
,Cash,,,,2400.00 Cr
01-07-2026,Ganesh Pashuahar Chaksu,Receipt,413,,200000
,HDFC Bank,,,200000.00 Dr,
01-07-2026,Shri Chand Pasu Aahar Malpura,Receipt,414,,111720
,HDFC Bank,,,111720.00 Dr,
01-07-2026,Maa Karni Baat Bhander Sodala,Receipt,415,,5880
,Cash,,,5880.00 Dr,
01-07-2026,Khandelwal Kirana  Store - Nindar,Receipt,416,,3100
,Cash,,,3100.00 Dr,
01-07-2026,Vinayak Genral Stor Ranwal,Receipt,417,,9500
,Cash,,,9500.00 Dr,
01-07-2026,M M Trading Company - Khejroli,Receipt,418,,9800
,Cash,,,9800.00 Dr,
01-07-2026,Murlidhar Ji Yadav- Khejroli,Receipt,419,,9500
,Cash,,,9500.00 Dr,
01-07-2026,Shyam Baat Bhandar - Kanwarpura,Receipt,420,,9800
,Cash,,,9800.00 Dr,
01-07-2026,Vishnu Dairy Lalchandpura,Sales,3684/2026-27,78200,
,Sales Account,,,,78200.00 Cr
01-07-2026,Kedar Kirana Stor Benadamod,Sales,3685/2026-27,56890,
,Sales Account,,,,56890.00 Cr
01-07-2026,Vishnu Natani Baghwadd,Sales,3686/2026-27,16880,
,Sales Account,,,,16880.00 Cr
,Fright Exp,,,,
02-07-2026,Wages Expenses A/C,Payment,295,7550,
,Cash,,,,7550.00 Cr
02-07-2026,Machinery Reparing,Payment,296,2650,
,Cash,,,,2650.00 Cr
02-07-2026,M/s Arihant Traders,Receipt,421,,5950
,HDFC Bank,,,5950.00 Dr,
02-07-2026,M Choudhry Trading Company - Jalpali,Receipt,422,,59600
,HDFC Bank,,,59600.00 Dr,
02-07-2026,Vinayak Genral Stor Ranwal,Receipt,423,,9500
,Cash,,,9500.00 Dr,
02-07-2026,M M Trading Company - Khejroli,Receipt,424,,9800
,Cash,,,9800.00 Dr,
02-07-2026,Murlidhar Ji Yadav- Khejroli,Receipt,425,,9500
,Cash,,,9500.00 Dr,
02-07-2026,Shyam Baat Bhandar - Kanwarpura,Receipt,426,,9800
,Cash,,,9800.00 Dr,
02-07-2026,SHRI BALAJI ENTERPRISES-TIGARIYA,Receipt,427,,70000
,HDFC Bank,,,70000.00 Dr,
02-07-2026,M Choudhry Trading Company - Jalpali,Sales,3687/2026-27,65200,
,Sales Account,,,,65200.00 Cr
02-07-2026,Jaipur Packers - Rajasthan,Purchase,78,,171846
,Purchase Account,,,145632.00 Dr,
,CGST-Tax,,,13107.00 Dr,
,SGST-Tax,,,13107.00 Dr,
02-07-2026,SHRI RAM INDUSTRIES  (PHULERA),Purchase,79,,144324
,Purchase Account,,,144324.00 Dr,
02-07-2026,Vinayak Fabriks Badharna,Purchase,80,,35383.48
,Purchase Account,,,29986.00 Dr,
,CGST-Tax,,,2698.74 Dr,
,SGST-Tax,,,2698.74 Dr,
03-07-2026,Wages Expenses A/C,Payment,297,7600,
,Cash,,,,7600.00 Cr
03-07-2026,Printing & Stationary,Payment,298,1340,
,Cash,,,,1340.00 Cr
03-07-2026,Factory Repairing,Payment,299,1700,
,Cash,,,,1700.00 Cr
03-07-2026,Satyenarayan Kunj Bihari  Ude,Receipt,428,,11500
,HDFC Bank,,,11500.00 Dr,
03-07-2026,Balaji Trading  Company  - Lalshot,Receipt,429,,66014
,HDFC Bank,,,66014.00 Dr,
03-07-2026,Sadha Shiv Jyotiling Mahadav Mandir,Receipt,430,,78890
,HDFC Bank,,,78890.00 Dr,
03-07-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,431,,18868
,HDFC Bank,,,18868.00 Dr,
03-07-2026,Vinayak Genral Stor Ranwal,Receipt,432,,9500
,Cash,,,9500.00 Dr,
03-07-2026,M M Trading Company - Khejroli,Receipt,433,,9800
,Cash,,,9800.00 Dr,
03-07-2026,Murlidhar Ji Yadav- Khejroli,Receipt,434,,2000
,Cash,,,2000.00 Dr,
03-07-2026,Shyam Baat Bhandar - Kanwarpura,Receipt,435,,9800
,Cash,,,9800.00 Dr,
03-07-2026,Balaji Trading  Company  - Lalshot,Sales,3688/2026-27,66014,
,Sales Account,,,,66014.00 Cr
03-07-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3689/2026-27,13435,
,Sales Account,,,,13435.00 Cr
04-07-2026,SHRI RAM INDUSTRIES  (PHULERA),Payment,300,144324,
,HDFC Bank,,,,144324.00 Cr
04-07-2026,Wages Expenses A/C,Payment,301,7650,
,Cash,,,,7650.00 Cr
04-07-2026,Tour & Travel,Payment,302,2750,
,Cash,,,,2750.00 Cr
04-07-2026,M/s Arihant Traders,Receipt,436,,50000
,HDFC Bank,,,50000.00 Dr,
04-07-2026,Ishwar and Company Surajpool,Receipt,437,,88750
,HDFC Bank,,,88750.00 Dr,
04-07-2026,Vinayak Genral Stor Ranwal,Receipt,438,,9500
,Cash,,,9500.00 Dr,
04-07-2026,M M Trading Company - Khejroli,Receipt,439,,9800
,Cash,,,9800.00 Dr,
04-07-2026,Shyam Baat Bhandar - Kanwarpura,Receipt,440,,9800
,Cash,,,9800.00 Dr,
04-07-2026,Ankit Trading Company Fulera,Receipt,441,,69827
,HDFC Bank,,,69827.00 Dr,
04-07-2026,Ankit Trading Company Fulera,Sales,3690/2026-27,36714,
,Sales Account,,,,36714.00 Cr
04-07-2026,Arihant  Kumar Rahul Kumar  Medta Seety - S,Sales,3691/25-26,23860,
,Sales Account,,,,23860.00 Cr
04-07-2026,Kajal Trading Company Oreiya Up,Purchase,81,,747937
,Purchase Account,,,747937.00 Dr,
05-07-2026,Ajay Kumar,Payment,303,15000,
,HDFC Bank,,,,15000.00 Cr
05-07-2026,Bank Commission - Expenses,Payment,304,29.21,
,Punjab National Bank - New,,,,29.21 Cr
05-07-2026,Yasika Agro Feed Industries Merta City,Receipt,442,,140000
,HDFC Bank,,,140000.00 Dr,
05-07-2026,Vinayak Genral Stor Ranwal,Receipt,443,,15285
,HDFC Bank,,,15285.00 Dr,
05-07-2026,Shri Balaji Trading Company Kotputli,Receipt,444,,60000
,HDFC Bank,,,60000.00 Dr,
05-07-2026,Shri Balaji Trading Company Kotputli,Sales,3692/25-26,75415,
,Sales Account,,,,75415.00 Cr
06-07-2026,Wages Expenses A/C,Payment,305,7650,
,Cash,,,,7650.00 Cr
06-07-2026,Office Expenses,Payment,306,2340,
,Cash,,,,2340.00 Cr
06-07-2026,Choudhary Pashu Aahar  Parbatsar,Receipt,445,,53685
,HDFC Bank,,,53685.00 Dr,
06-07-2026,Arihant  Kumar Rahul Kumar  Medta Seety - S,Receipt,446,,205516
,Moolchand Pukhraj Jain,,,,65810.00 Cr
,HDFC Bank,,,271326.00 Dr,
06-07-2026,Maa Karni Baat Bhander Sodala,Receipt,447,,9000
,Cash,,,9000.00 Dr,
06-07-2026,Vinayak Genral Stor Ranwal,Receipt,448,,9500
,Cash,,,9500.00 Dr,
06-07-2026,Shyam Baat Bhandar - Kanwarpura,Receipt,449,,9925
,Cash,,,9925.00 Dr,
06-07-2026,M M Trading Company - Khejroli,Receipt,450,,9800
,Cash,,,9800.00 Dr,
06-07-2026,"Kailash Chand Deen Dayal - Kasera, Shreemodhopur",Receipt,451,,61060
,Punjab National Bank - New,,,61060.00 Dr,
06-07-2026,Uttam Agencies Sambriya,Receipt,452,,55077
,Punjab National Bank - New,,,55077.00 Dr,
06-07-2026,Uttam Agencies Sambriya,Receipt,453,,56940
,Punjab National Bank - New,,,56940.00 Dr,
06-07-2026,Ishwar and Company Surajpool,Sales,3693/25-26,88750,
,Sales Account,,,,88750.00 Cr
06-07-2026,Vinayak Genral Stor Ranwal,Sales,3694/25-26,70285,
,Sales Account,,,,70285.00 Cr
06-07-2026,Shri Shyam Treding Company Khejroli,Sales,3695/25-26,89250,
,Sales Account,,,,89250.00 Cr
06-07-2026,Maa Karni Baat Bhander Sodala,Sales,3696/25-26,22260,
,Sales Account,,,,22260.00 Cr
06-07-2026,Jain & Brothers - Muhana Mandi,Sales,3697/25-26,70806,
,Sales Account,,,,70806.00 Cr
06-07-2026,Tarachand Ji -Yadav Khejroli,Sales,3698/25-26,48275,
,Sales Account,,,,48275.00 Cr
06-07-2026,Jain & Brothers - Muhana Mandi,Sales,3699/25-26,73452,
,Sales Account,,,,73452.00 Cr
06-07-2026,DHARMENDRA KUMAR AND BROTHERS,Purchase,82,,276764
,Purchase Account,,,276764.00 Dr,
07-07-2026,Wages Expenses A/C,Payment,307,7500,
,Cash,,,,7500.00 Cr
07-07-2026,Convence Expensece,Payment,308,2250,
,Cash,,,,2250.00 Cr
07-07-2026,Nilesh Kumar Khandelwal,Payment,309,9500,
,Vijay Kumar Khandelwal,,,9500.00 Dr,
,Priyanka Devi Khandelwal,,,9500.00 Dr,
,Vishnu Gupta,,,9500.00 Dr,
,Nitesh,,,9500.00 Dr,
,Pradeep Kumar Gupta,,,9500.00 Dr,
,Raju Lal Ji,,,9500.00 Dr,
,Raju Mistri,,,9500.00 Dr,
,Cash,,,,76000.00 Cr
07-07-2026,Maa Karni Baat Bhander Sodala,Receipt,454,,9000
,Cash,,,9000.00 Dr,
07-07-2026,Vinayak Genral Stor Ranwal,Receipt,455,,7500
